"id","prereq"
"31648","MATH 100  Minimum Grade: C- or DU Math 101 Placement Exam   Minimum Grade: 070 or DU Calc Placement Exam   Minimum Grade: 060 or Elements of College Algebra   Minimum Grade: P or Elem of Coll Alg (For Precalc)   Minimum Grade: P"
"31649","MATH 100  Minimum Grade: C- or DU Math 101 Placement Exam   Minimum Grade: 070 or DU Calc Placement Exam   Minimum Grade: 060 or Elements of College Algebra   Minimum Grade: P or Elem of Coll Alg (For Precalc)   Minimum Grade: P"
"31650","MATH 171  Minimum Grade: C- or MATH 101  Minimum Grade: D"
"35172","MATH 171  Minimum Grade: C- or MATH 101  Minimum Grade: D"
"31651","MATH 172  Minimum Grade: C-"
"35173","MATH 172  Minimum Grade: C-"
"30140","MATH 102  Minimum Grade: D or MATH 121  Minimum Grade: D or MATH 172  Minimum Grade: C- or MATH 117  Minimum Grade: D"
"30141","MATH 102  Minimum Grade: D or MATH 121  Minimum Grade: D or MATH 172  Minimum Grade: C- or MATH 117  Minimum Grade: D"
"35119","MATH 102  Minimum Grade: D or MATH 121  Minimum Grade: D or MATH 172  Minimum Grade: C- or MATH 117  Minimum Grade: D"
"30330","MATH 122  Minimum Grade: D"
"30331","MATH 122  Minimum Grade: D"
"30332","MATH 122  Minimum Grade: D"
"30333","MATH 122  Minimum Grade: D"
"30402","MATH 122  Minimum Grade: D"
"30334","MATH 122  Minimum Grade: D"
"30724","MATH 122  Minimum Grade: D"
"30336","MATH 122  Minimum Grade: D"
"30339","MATH 122  Minimum Grade: D"
"30341","MATH 122  Minimum Grade: D"
"30342","MATH 122  Minimum Grade: D"
"30343","MATH 122  Minimum Grade: D"
"30344","MATH 122  Minimum Grade: D"
"30345","MATH 122  Minimum Grade: D"
"30644","MATH 122  Minimum Grade: D"
"31348","MATH 122  Minimum Grade: D"
"31349","MATH 122  Minimum Grade: D"
"31347","MATH 122  Minimum Grade: D"
"31350","MATH 122  Minimum Grade: D"
"30338","MATH 122  Minimum Grade: D"
"30058","MATH 121  Minimum Grade: D or MATH 117  Minimum Grade: D or MATH 102  Minimum Grade: D"
"30059","MATH 121  Minimum Grade: D or MATH 117  Minimum Grade: D or MATH 102  Minimum Grade: D"
"31392","MATH 121  Minimum Grade: D or MATH 117  Minimum Grade: D or MATH 102  Minimum Grade: D"
"32654","MATH 121  Minimum Grade: D or MATH 117  Minimum Grade: D or MATH 102  Minimum Grade: D"
"32655","MATH 121  Minimum Grade: D or MATH 117  Minimum Grade: D or MATH 102  Minimum Grade: D"
"32656","MATH 121  Minimum Grade: D or MATH 117  Minimum Grade: D or MATH 102  Minimum Grade: D"
"34220","MATH 121  Minimum Grade: D or MATH 117  Minimum Grade: D or MATH 102  Minimum Grade: D"
"34221","MATH 121  Minimum Grade: D or MATH 117  Minimum Grade: D or MATH 102  Minimum Grade: D"
"34222","MATH 121  Minimum Grade: D or MATH 117  Minimum Grade: D or MATH 102  Minimum Grade: D"
"35183","MATH 121  Minimum Grade: D or MATH 117  Minimum Grade: D or MATH 102  Minimum Grade: D"
"31393","MATH 200  Minimum Grade: D and MATH 201  Minimum Grade: D"
"32657","MATH 200  Minimum Grade: D and MATH 201  Minimum Grade: D"
"32659","MATH 200  Minimum Grade: D and MATH 201  Minimum Grade: D"
"34223","MATH 200  Minimum Grade: D and MATH 201  Minimum Grade: D"
"32658","MATH 200  Minimum Grade: D and MATH 201  Minimum Grade: D"
"30403","MATH 123  Minimum Grade: C- or MATH 200  Minimum Grade: C-"
"30205","MATH 220  Minimum Grade: C or CS 270  Minimum Grade: D or ECE 200  Minimum Grade: D"
"30928","MATH 220  Minimum Grade: C or CS 270  Minimum Grade: D or ECE 200  Minimum Grade: D"
"33388","MATH 220  Minimum Grade: C or CS 270  Minimum Grade: D or ECE 200  Minimum Grade: D"
"34224","MATH 220  Minimum Grade: C or CS 270  Minimum Grade: D or ECE 200  Minimum Grade: D"
"34843","MATH 220  Minimum Grade: C or CS 270  Minimum Grade: D or ECE 200  Minimum Grade: D"
"30278","MATH 102  Minimum Grade: D or MATH 122  Minimum Grade: D"
"31115","MATH 102  Minimum Grade: D or MATH 122  Minimum Grade: D"
"31152","MATH 102  Minimum Grade: D or MATH 122  Minimum Grade: D"
"31153","MATH 102  Minimum Grade: D or MATH 122  Minimum Grade: D"
"31154","MATH 102  Minimum Grade: D or MATH 122  Minimum Grade: D"
"30648","MATH 200  Minimum Grade: D"
"30973","MATH 201  Minimum Grade: D or MATH 261  Minimum Grade: D"
"33704","MATH 122  Minimum Grade: D"
"33706","MATH 122  Minimum Grade: D"
"33707","MATH 122  Minimum Grade: D"
"34225","MATH 122  Minimum Grade: D"
"33705","MATH 122  Minimum Grade: D"
"33284","MATH 200  Minimum Grade: D and (MATH 311  Minimum Grade: D or ENGR 361  Minimum Grade: D )"
"32310","MATH 312  Minimum Grade: D"
"31117","MATH 210  Minimum Grade: D or MATH 262  Minimum Grade: D"
"30620","MATH 122  Minimum Grade: D or MATH 239  Minimum Grade: D"
"30621","MATH 122  Minimum Grade: D or MATH 239  Minimum Grade: D"
"30930","MATH 122  Minimum Grade: D or MATH 239  Minimum Grade: D"
"30619","MATH 122  Minimum Grade: D or MATH 239  Minimum Grade: D"
"31116","(MATH 201  Minimum Grade: D or MATH 261  Minimum Grade: D ) and (MATH 221  Minimum Grade: D or MATH 222  Minimum Grade: D )"
"34226","MATH 311  Minimum Grade: C"
"34228","MATH 610  Minimum Grade: C"
"32991","(PHIL 121  Minimum Grade: D or PHIL 210  Minimum Grade: D or PHIL 211  Minimum Grade: D or PHIL 212  Minimum Grade: D or PHIL 214  Minimum Grade: D or PHIL 215  Minimum Grade: D or PHIL 216  Minimum Grade: D or PHIL 218  Minimum Grade: D or PHIL 221  Minimum Grade: D or PHIL 231  Minimum Grade: D or PHIL 241  Minimum Grade: D or PHIL 251  Minimum Grade: D or PHIL 255  Minimum Grade: D or PHIL T280  Minimum Grade: D or PHIL 291  Minimum Grade: D or PHIL 301  Minimum Grade: D or PHIL 305  Minimum Grade: D or PHIL 311  Minimum Grade: D or PHIL 315  Minimum Grade: D or PHIL 317  Minimum Grade: D or PHIL 321  Minimum Grade: D or PHIL 323  Minimum Grade: D or PHIL 325  Minimum Grade: D or PHIL 330  Minimum Grade: D or PHIL 335  Minimum Grade: D or PHIL 340  Minimum Grade: D or PHIL 341  Minimum Grade: D or PHIL 351  Minimum Grade: D or PHIL 355  Minimum Grade: D or PHIL 361  Minimum Grade: D or PHIL T380  Minimum Grade: D or PHIL 385  Minimum Grade: D or PHIL 391  Minimum Grade: D or PHIL T480  Minimum Grade: D or PHIL 381  Minimum Grade: D or PHIL 201  Minimum Grade: D ) and (PHIL 101  Minimum Grade: D or PHIL 102  Minimum Grade: D or PHIL 105  Minimum Grade: D or PHIL 110  Minimum Grade: D or PHIL 111  Minimum Grade: D or PHIL 151  Minimum Grade: D )"
"30352","(Prep Physics for ENGR Studies   Minimum Grade: P or PHYS 100  Minimum Grade: D or DU Calc Placement Exam   Minimum Grade: 070 ) and (MATH 121  Minimum Grade: C- or MATH 117  Minimum Grade: C- )"
"30353","(Prep Physics for ENGR Studies   Minimum Grade: P or PHYS 100  Minimum Grade: D or DU Calc Placement Exam   Minimum Grade: 070 ) and (MATH 121  Minimum Grade: C- or MATH 117  Minimum Grade: C- )"
"30354","(Prep Physics for ENGR Studies   Minimum Grade: P or PHYS 100  Minimum Grade: D or DU Calc Placement Exam   Minimum Grade: 070 ) and (MATH 121  Minimum Grade: C- or MATH 117  Minimum Grade: C- )"
"30355","(Prep Physics for ENGR Studies   Minimum Grade: P or PHYS 100  Minimum Grade: D or DU Calc Placement Exam   Minimum Grade: 070 ) and (MATH 121  Minimum Grade: C- or MATH 117  Minimum Grade: C- )"
"30443","(Prep Physics for ENGR Studies   Minimum Grade: P or PHYS 100  Minimum Grade: D or DU Calc Placement Exam   Minimum Grade: 070 ) and (MATH 121  Minimum Grade: C- or MATH 117  Minimum Grade: C- )"
"30471","(Prep Physics for ENGR Studies   Minimum Grade: P or PHYS 100  Minimum Grade: D or DU Calc Placement Exam   Minimum Grade: 070 ) and (MATH 121  Minimum Grade: C- or MATH 117  Minimum Grade: C- )"
"30573","(Prep Physics for ENGR Studies   Minimum Grade: P or PHYS 100  Minimum Grade: D or DU Calc Placement Exam   Minimum Grade: 070 ) and (MATH 121  Minimum Grade: C- or MATH 117  Minimum Grade: C- )"
"30574","(Prep Physics for ENGR Studies   Minimum Grade: P or PHYS 100  Minimum Grade: D or DU Calc Placement Exam   Minimum Grade: 070 ) and (MATH 121  Minimum Grade: C- or MATH 117  Minimum Grade: C- )"
"30356","(Prep Physics for ENGR Studies   Minimum Grade: P or PHYS 100  Minimum Grade: D or DU Calc Placement Exam   Minimum Grade: 070 ) and (MATH 121  Minimum Grade: C- or MATH 117  Minimum Grade: C- )"
"31680","(Prep Physics for ENGR Studies   Minimum Grade: P or PHYS 100  Minimum Grade: D or DU Calc Placement Exam   Minimum Grade: 070 ) and (MATH 121  Minimum Grade: C- or MATH 117  Minimum Grade: C- )"
"30357","(Prep Physics for ENGR Studies   Minimum Grade: P or PHYS 100  Minimum Grade: D or DU Calc Placement Exam   Minimum Grade: 070 ) and (MATH 121  Minimum Grade: C- or MATH 117  Minimum Grade: C- )"
"31681","(Prep Physics for ENGR Studies   Minimum Grade: P or PHYS 100  Minimum Grade: D or DU Calc Placement Exam   Minimum Grade: 070 ) and (MATH 121  Minimum Grade: C- or MATH 117  Minimum Grade: C- )"
"30358","(Prep Physics for ENGR Studies   Minimum Grade: P or PHYS 100  Minimum Grade: D or DU Calc Placement Exam   Minimum Grade: 070 ) and (MATH 121  Minimum Grade: C- or MATH 117  Minimum Grade: C- )"
"31682","(Prep Physics for ENGR Studies   Minimum Grade: P or PHYS 100  Minimum Grade: D or DU Calc Placement Exam   Minimum Grade: 070 ) and (MATH 121  Minimum Grade: C- or MATH 117  Minimum Grade: C- )"
"30575","(Prep Physics for ENGR Studies   Minimum Grade: P or PHYS 100  Minimum Grade: D or DU Calc Placement Exam   Minimum Grade: 070 ) and (MATH 121  Minimum Grade: C- or MATH 117  Minimum Grade: C- )"
"31683","(Prep Physics for ENGR Studies   Minimum Grade: P or PHYS 100  Minimum Grade: D or DU Calc Placement Exam   Minimum Grade: 070 ) and (MATH 121  Minimum Grade: C- or MATH 117  Minimum Grade: C- )"
"31689","PHYS 101  Minimum Grade: D"
"30576","(Prep Physics for ENGR Studies   Minimum Grade: P or PHYS 100  Minimum Grade: D or DU Calc Placement Exam   Minimum Grade: 070 ) and (MATH 121  Minimum Grade: C- or MATH 117  Minimum Grade: C- )"
"31684","(Prep Physics for ENGR Studies   Minimum Grade: P or PHYS 100  Minimum Grade: D or DU Calc Placement Exam   Minimum Grade: 070 ) and (MATH 121  Minimum Grade: C- or MATH 117  Minimum Grade: C- )"
"30577","(Prep Physics for ENGR Studies   Minimum Grade: P or PHYS 100  Minimum Grade: D or DU Calc Placement Exam   Minimum Grade: 070 ) and (MATH 121  Minimum Grade: C- or MATH 117  Minimum Grade: C- )"
"31685","(Prep Physics for ENGR Studies   Minimum Grade: P or PHYS 100  Minimum Grade: D or DU Calc Placement Exam   Minimum Grade: 070 ) and (MATH 121  Minimum Grade: C- or MATH 117  Minimum Grade: C- )"
"30578","(Prep Physics for ENGR Studies   Minimum Grade: P or PHYS 100  Minimum Grade: D or DU Calc Placement Exam   Minimum Grade: 070 ) and (MATH 121  Minimum Grade: C- or MATH 117  Minimum Grade: C- )"
"33000","(Prep Physics for ENGR Studies   Minimum Grade: P or PHYS 100  Minimum Grade: D or DU Calc Placement Exam   Minimum Grade: 070 ) and (MATH 121  Minimum Grade: C- or MATH 117  Minimum Grade: C- )"
"33001","(Prep Physics for ENGR Studies   Minimum Grade: P or PHYS 100  Minimum Grade: D or DU Calc Placement Exam   Minimum Grade: 070 ) and (MATH 121  Minimum Grade: C- or MATH 117  Minimum Grade: C- )"
"33002","(Prep Physics for ENGR Studies   Minimum Grade: P or PHYS 100  Minimum Grade: D or DU Calc Placement Exam   Minimum Grade: 070 ) and (MATH 121  Minimum Grade: C- or MATH 117  Minimum Grade: C- )"
"30359","(Prep Physics for ENGR Studies   Minimum Grade: P or PHYS 100  Minimum Grade: D or DU Calc Placement Exam   Minimum Grade: 070 ) and (MATH 121  Minimum Grade: C- or MATH 117  Minimum Grade: C- )"
"30749","(Prep Physics for ENGR Studies   Minimum Grade: P or PHYS 100  Minimum Grade: D or DU Calc Placement Exam   Minimum Grade: 070 ) and (MATH 121  Minimum Grade: C- or MATH 117  Minimum Grade: C- )"
"30360","PHYS 101  Minimum Grade: D"
"30361","PHYS 101  Minimum Grade: D"
"30362","PHYS 101  Minimum Grade: D"
"30363","PHYS 101  Minimum Grade: D"
"30364","PHYS 101  Minimum Grade: D"
"30365","PHYS 101  Minimum Grade: D"
"30366","PHYS 101  Minimum Grade: D"
"30368","PHYS 101  Minimum Grade: D"
"30369","PHYS 101  Minimum Grade: D"
"30370","PHYS 101  Minimum Grade: D"
"30371","PHYS 101  Minimum Grade: D"
"30372","PHYS 101  Minimum Grade: D"
"30373","PHYS 101  Minimum Grade: D"
"30374","PHYS 101  Minimum Grade: D"
"30375","PHYS 101  Minimum Grade: D"
"30376","PHYS 101  Minimum Grade: D"
"31686","PHYS 101  Minimum Grade: D"
"30377","PHYS 101  Minimum Grade: D"
"31687","PHYS 101  Minimum Grade: D"
"30378","PHYS 101  Minimum Grade: D"
"31688","PHYS 101  Minimum Grade: D"
"30379","PHYS 101  Minimum Grade: D"
"33003","PHYS 101  Minimum Grade: D"
"30380","PHYS 101  Minimum Grade: D"
"30381","PHYS 101  Minimum Grade: D"
"31690","PHYS 101  Minimum Grade: D"
"30382","PHYS 101  Minimum Grade: D"
"31691","PHYS 101  Minimum Grade: D"
"30383","PHYS 101  Minimum Grade: D"
"31692","PHYS 101  Minimum Grade: D"
"30384","PHYS 101  Minimum Grade: D"
"33004","PHYS 101  Minimum Grade: D"
"33005","PHYS 101  Minimum Grade: D"
"31699","PHYS 101  Minimum Grade: D"
"30385","PHYS 101  Minimum Grade: D"
"30386","PHYS 101  Minimum Grade: D"
"31694","PHYS 101  Minimum Grade: D"
"30387","PHYS 101  Minimum Grade: D"
"31695","PHYS 101  Minimum Grade: D"
"30388","PHYS 101  Minimum Grade: D"
"30389","PHYS 101  Minimum Grade: D"
"31697","PHYS 101  Minimum Grade: D"
"30676","PHYS 101  Minimum Grade: D"
"31698","PHYS 101  Minimum Grade: D"
"30390","PHYS 101  Minimum Grade: D"
"30391","PHYS 101  Minimum Grade: D"
"30392","PHYS 101  Minimum Grade: D"
"30130","(PHYS 113  Minimum Grade: D or PHYS 101  Minimum Grade: D ) and (CS 171  Minimum Grade: D or CS 143  Minimum Grade: D or ENGR 131  Minimum Grade: D )"
"31236","(PHYS 113  Minimum Grade: D or PHYS 101  Minimum Grade: D ) and (CS 171  Minimum Grade: D or CS 143  Minimum Grade: D or ENGR 131  Minimum Grade: D )"
"30293","PHYS 114  Minimum Grade: D and MATH 122  Minimum Grade: D  (MATH 122  may be taken concurrently with PHYS 115)"
"30193","PHYS 114  Minimum Grade: D and MATH 122  Minimum Grade: D  (MATH 122  may be taken concurrently with PHYS 115)"
"30472","PHYS 101  Minimum Grade: D or PHYS 152  Minimum Grade: D"
"30473","PHYS 101  Minimum Grade: D or PHYS 152  Minimum Grade: D"
"30474","PHYS 101  Minimum Grade: D or PHYS 152  Minimum Grade: D"
"30750","PHYS 101  Minimum Grade: D or PHYS 152  Minimum Grade: D"
"30751","PHYS 101  Minimum Grade: D or PHYS 152  Minimum Grade: D"
"30816","PHYS 101  Minimum Grade: D or PHYS 152  Minimum Grade: D"
"34916","PHYS 101  Minimum Grade: D or PHYS 152  Minimum Grade: D"
"34917","PHYS 101  Minimum Grade: D or PHYS 152  Minimum Grade: D"
"34918","PHYS 101  Minimum Grade: D or PHYS 152  Minimum Grade: D"
"30475","PHYS 101  Minimum Grade: D or PHYS 152  Minimum Grade: D"
"30476","PHYS 101  Minimum Grade: D or PHYS 152  Minimum Grade: D"
"30477","PHYS 101  Minimum Grade: D or PHYS 152  Minimum Grade: D"
"30478","PHYS 101  Minimum Grade: D or PHYS 152  Minimum Grade: D"
"30752","PHYS 101  Minimum Grade: D or PHYS 152  Minimum Grade: D"
"30753","PHYS 101  Minimum Grade: D or PHYS 152  Minimum Grade: D"
"30817","PHYS 101  Minimum Grade: D or PHYS 152  Minimum Grade: D"
"30818","PHYS 101  Minimum Grade: D or PHYS 152  Minimum Grade: D"
"34919","PHYS 101  Minimum Grade: D or PHYS 152  Minimum Grade: D"
"34920","PHYS 101  Minimum Grade: D or PHYS 152  Minimum Grade: D"
"34921","PHYS 101  Minimum Grade: D or PHYS 152  Minimum Grade: D"
"34922","PHYS 101  Minimum Grade: D or PHYS 152  Minimum Grade: D"
"31472","PHYS 101  Minimum Grade: D or PHYS 152  Minimum Grade: D"
"31353","PHYS 182  Minimum Grade: D"
"30446","PHYS 102  Minimum Grade: D and MATH 122  Minimum Grade: D"
"30447","PHYS 102  Minimum Grade: D and MATH 122  Minimum Grade: D"
"30448","PHYS 102  Minimum Grade: D and MATH 122  Minimum Grade: D"
"30449","PHYS 102  Minimum Grade: D and MATH 122  Minimum Grade: D"
"30450","PHYS 102  Minimum Grade: D and MATH 122  Minimum Grade: D"
"30451","PHYS 102  Minimum Grade: D and MATH 122  Minimum Grade: D"
"30453","PHYS 102  Minimum Grade: D and MATH 122  Minimum Grade: D"
"33006","PHYS 102  Minimum Grade: D and MATH 122  Minimum Grade: D"
"30454","PHYS 102  Minimum Grade: D and MATH 122  Minimum Grade: D"
"31700","PHYS 102  Minimum Grade: D and MATH 122  Minimum Grade: D"
"30455","PHYS 102  Minimum Grade: D and MATH 122  Minimum Grade: D"
"31701","PHYS 102  Minimum Grade: D and MATH 122  Minimum Grade: D"
"30456","PHYS 102  Minimum Grade: D and MATH 122  Minimum Grade: D"
"30457","PHYS 102  Minimum Grade: D and MATH 122  Minimum Grade: D"
"30458","PHYS 102  Minimum Grade: D and MATH 122  Minimum Grade: D"
"31702","PHYS 102  Minimum Grade: D and MATH 122  Minimum Grade: D"
"30459","PHYS 102  Minimum Grade: D and MATH 122  Minimum Grade: D"
"31704","PHYS 102  Minimum Grade: D and MATH 122  Minimum Grade: D"
"30444","PHYS 102  Minimum Grade: D and MATH 122  Minimum Grade: D"
"30445","PHYS 102  Minimum Grade: D and MATH 122  Minimum Grade: D"
"30819","(PHYS 115  Minimum Grade: D or PHYS 201  Minimum Grade: D ) and (MATH 210  Minimum Grade: D or ENGR 232  Minimum Grade: D )"
"34419","PHYS 321  Minimum Grade: C- or PHYS 233  Minimum Grade: C-"
"30147","PHYS 492  Minimum Grade: D"
"34534","PSCI 150  Minimum Grade: D or PSCI 140  Minimum Grade: D"
"34282","PSCI 140  Minimum Grade: D or PSCI 150  Minimum Grade: D"
"32784","PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D"
"32785","PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D"
"30289","PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D"
"30791","(PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D ) and PSY 240  Minimum Grade: D"
"32630","PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D"
"32632","PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D"
"33390","PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D"
"31711","PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D"
"32786","PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D"
"30533","PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D"
"31041","PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D"
"31042","PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D"
"30971","PSY 264  Minimum Grade: D and PSY 265  Minimum Grade: D"
"30970","PSY 264  Minimum Grade: D and PSY 265  Minimum Grade: D"
"30894","PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D"
"30895","PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D"
"30499","(PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D )"
"30887","PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D"
"30896","PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D"
"30897","PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D"
"30052","PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D or IDM 211  Minimum Grade: D"
"34874","PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D or IDM 211  Minimum Grade: D"
"33766","PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D"
"30886","PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D"
"33955","PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D"
"31710","PSY 265  Minimum Grade: D"
"30407","PSY 265  Minimum Grade: D"
"33956","PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D"
"32787","PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D"
"30899","PSY 280  Minimum Grade: D and PSY 360  Minimum Grade: D"
"30784","PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D or PSY 112  Minimum Grade: D"
"31471","PSY 490  Minimum Grade: D"
"31815","PSY 491  Minimum Grade: D"
"30518","PSY 510  Minimum Grade: C"
"33394","PSY 680  Minimum Grade: C and PSY 681  Minimum Grade: C"
"30180","PSY 709  Minimum Grade: C and PSY 710  Minimum Grade: C"
"30079","Spanish Language Experience   Minimum Grade: N or WebCape Spanish Placement Exam   Minimum Grade: 0"
"30171","SPAN 101  Minimum Grade: D or WebCape Spanish Placement Exam   Minimum Grade: 161"
"30138","SPAN 102  Minimum Grade: D or WebCape Spanish Placement Exam   Minimum Grade: 251"
"32917","SPAN 103  Minimum Grade: D or WebCape Spanish Placement Exam   Minimum Grade: 331 or SPAN 113  Minimum Grade: D"
"32918","SPAN 201  Minimum Grade: D or SPAN 211  Minimum Grade: D or WebCape Spanish Placement Exam   Minimum Grade: 391"
"31460","SPAN 202  Minimum Grade: D or SPAN 212  Minimum Grade: D or WebCape Spanish Placement Exam   Minimum Grade: 461"
"34769","SPAN 310  Minimum Grade: D"
"34212","ENGL 103  Minimum Grade: D or ENGL 113  Minimum Grade: D or ENGL 105  Minimum Grade: A"
"34115","ENGL 103  Minimum Grade: D or ENGL 113  Minimum Grade: D"
"30685","(ENGL 101  Minimum Grade: C or ENGL 111  Minimum Grade: C ) and (ENGL 102  Minimum Grade: C or ENGL 112  Minimum Grade: C )"
"33609","ENGL 103  Minimum Grade: D or ENGL 113  Minimum Grade: D or ENGL 105  Minimum Grade: A"
"34128","ENGL 103  Minimum Grade: D or ENGL 113  Minimum Grade: D or ENGL 105  Minimum Grade: A"
"32992","ENGL 103  Minimum Grade: D or ENGL 113  Minimum Grade: D or ENGL 105  Minimum Grade: A"
"33611","ENGL 103  Minimum Grade: D or ENGL 113  Minimum Grade: D or ENGL 105  Minimum Grade: D"
"30348","ENGL 103  Minimum Grade: D or ENGL 113  Minimum Grade: D or ENGL 105  Minimum Grade: A"
"30772","ACCT 115  Minimum Grade: D or ACCT 110  Minimum Grade: D"
"31995","ACCT 115  Minimum Grade: D or ACCT 110  Minimum Grade: D"
"32260","ACCT 115  Minimum Grade: D or ACCT 110  Minimum Grade: D"
"33792","ACCT 115  Minimum Grade: D or ACCT 110  Minimum Grade: D"
"30697","ACCT 115  Minimum Grade: C"
"30201","ACCT 322  Minimum Grade: C"
"32524","ACCT 321  Minimum Grade: C"
"31430","ACCT 322  Minimum Grade: C"
"31703","ACCT 322  Minimum Grade: C"
"33465","ACCT 323  Minimum Grade: C or ACCT 627  Minimum Grade: C"
"33269","ACCT 323  Minimum Grade: C or ACCT 627  Minimum Grade: C"
"34312","(STAT 601  Minimum Grade: C or STAT 510  Minimum Grade: C or STAT 610  Minimum Grade: C ) and (ACCT 510  Minimum Grade: B- or BUSN 501  Minimum Grade: B- )"
"31910","(STAT 202  Minimum Grade: C- or STAT 206  Minimum Grade: C- ) and (BSAN 260  Minimum Grade: C- or BUSN 260  Minimum Grade: C- or BSAN 160  Minimum Grade: C- )"
"31911","(BSAN 160  Minimum Grade: C- or BSAN 260  Minimum Grade: C- or BUSN 260  Minimum Grade: C- ) and (BSAN 360  Minimum Grade: C- or BUSN 360  Minimum Grade: C- ) and STAT 331  Minimum Grade: C-"
"30093","MATH 101  Minimum Grade: D or MATH 121  Minimum Grade: D or MATH 171  Minimum Grade: D or MATH 181  Minimum Grade: D"
"31318","MATH 101  Minimum Grade: D or MATH 121  Minimum Grade: D or MATH 171  Minimum Grade: D or MATH 181  Minimum Grade: D"
"34412","MATH 101  Minimum Grade: D or MATH 121  Minimum Grade: D or MATH 171  Minimum Grade: D or MATH 181  Minimum Grade: D"
"30796","STAT 201  Minimum Grade: C"
"31006","STAT 201  Minimum Grade: C"
"30026","MATH 122  Minimum Grade: D"
"30404","STAT 201  Minimum Grade: C- or STAT 205  Minimum Grade: C-"
"33468","STAT 202  Minimum Grade: C- or STAT 206  Minimum Grade: C-"
"34555","STAT 610  Minimum Grade: C"
"33278","STAT 610  Minimum Grade: C"
"33279","STAT 610  Minimum Grade: C"
"31255","STAT 924  Minimum Grade: B"
"30019","ECON 201  Minimum Grade: D  (ECON 201  may be taken concurrently with ECON 202)"
"30695","ECON 201  Minimum Grade: D  (ECON 201  may be taken concurrently with ECON 202)"
"30839","ECON 201  Minimum Grade: D  (ECON 201  may be taken concurrently with ECON 202)"
"33470","ECON 201  Minimum Grade: D  (ECON 201  may be taken concurrently with ECON 202)"
"31721","ECON 201  Minimum Grade: D  (ECON 201  may be taken concurrently with ECON 202)"
"32798","ECON 201  Minimum Grade: D and ECON 202  Minimum Grade: D  (ECON 202  may be taken concurrently with ECON 203)"
"34727","(MATH 102  Minimum Grade: C or MATH 117  Minimum Grade: C or MATH 121  Minimum Grade: C ) and ECON 201  Minimum Grade: C"
"30737","STAT 201  Minimum Grade: C or STAT 205  Minimum Grade: C or MATH 107  Minimum Grade: C or MATH 310  Minimum Grade: C or MATH 311  Minimum Grade: C"
"30084","ECON 201  Minimum Grade: C and ECON 202  Minimum Grade: C and (MATH 102  Minimum Grade: C or MATH 117  Minimum Grade: C or MATH 121  Minimum Grade: C )"
"30797","ECON 301  Minimum Grade: C and ECON 321  Minimum Grade: C"
"34541","ECON 201  Minimum Grade: C"
"34503","ECON 201  Minimum Grade: C and ECON 202  Minimum Grade: C and (STAT 201  Minimum Grade: C or MATH 311  Minimum Grade: C )"
"34119","ECON 201  Minimum Grade: C"
"32090","(STAT 610  Minimum Grade: C or ECON 550  Minimum Grade: C or ECON 540  Minimum Grade: C ) and (BUSN 502  Minimum Grade: C or ECON 601  Minimum Grade: C or ECON 610  Minimum Grade: C )"
"30684","BUSN 502  Minimum Grade: C or ECON 601  Minimum Grade: C or ECON 610  Minimum Grade: C"
"30879","ECON 910  Minimum Grade: C"
"34122","ECON 920  Minimum Grade: C"
"34123","ECON 940  Minimum Grade: C"
"30350","ACCT 115  Minimum Grade: D or ACCT 110  Minimum Grade: D"
"30351","ACCT 115  Minimum Grade: D or ACCT 110  Minimum Grade: D"
"30349","ACCT 115  Minimum Grade: D or ACCT 110  Minimum Grade: D"
"32267","ACCT 115  Minimum Grade: D or ACCT 110  Minimum Grade: D"
"31913","ACCT 115  Minimum Grade: D or ACCT 110  Minimum Grade: D"
"31655","FIN 301  Minimum Grade: C and (STAT 201  Minimum Grade: C or STAT 205  Minimum Grade: C )"
"30698","FIN 301  Minimum Grade: C and (STAT 201  Minimum Grade: C or STAT 205  Minimum Grade: C )"
