crn, subject_code, course_number, instruction_type, instruction_method, section, enroll, max_enroll, course_title, credits, prereqs, start_time, end_time, days
32575,PHYS,997,Research,Face To Face,014,1,5,Research,1.00 TO 12.00,,null,null,null
32576,PHYS,997,Research,Face To Face,015,1,5,Research,1.00 TO 12.00,,null,null,null
33708,PHYS,997,Research,Face To Face,016,0,5,Research,1.00 TO 12.00,,null,null,null
31961,PHYS,998,Dissertation,Face To Face,001,1,5,Ph.D. Dissertation,1.00 TO 12.00,,null,null,null
32577,PHYS,998,Dissertation,Face To Face,002,2,5,Ph.D. Dissertation,1.00 TO 12.00,,null,null,null
32578,PHYS,998,Dissertation,Face To Face,003,3,5,Ph.D. Dissertation,1.00 TO 12.00,,null,null,null
32579,PHYS,998,Dissertation,Face To Face,004,0,5,Ph.D. Dissertation,1.00 TO 12.00,,null,null,null
32580,PHYS,998,Dissertation,Face To Face,005,1,5,Ph.D. Dissertation,1.00 TO 12.00,,null,null,null
32581,PHYS,998,Dissertation,Face To Face,006,4,5,Ph.D. Dissertation,1.00 TO 12.00,,null,null,null
32582,PHYS,998,Dissertation,Face To Face,007,0,5,Ph.D. Dissertation,1.00 TO 12.00,,null,null,null
32583,PHYS,998,Dissertation,Face To Face,008,1,5,Ph.D. Dissertation,1.00 TO 12.00,,null,null,null
32584,PHYS,998,Dissertation,Face To Face,009,2,5,Ph.D. Dissertation,1.00 TO 12.00,,null,null,null
32585,PHYS,998,Dissertation,Face To Face,010,1,5,Ph.D. Dissertation,1.00 TO 12.00,,null,null,null
32586,PHYS,998,Dissertation,Face To Face,011,2,5,Ph.D. Dissertation,1.00 TO 12.00,,null,null,null
32587,PHYS,998,Dissertation,Face To Face,012,0,5,Ph.D. Dissertation,1.00 TO 12.00,,null,null,null
32588,PHYS,998,Dissertation,Face To Face,013,2,5,Ph.D. Dissertation,1.00 TO 12.00,,null,null,null
32589,PHYS,998,Dissertation,Face To Face,014,0,5,Ph.D. Dissertation,1.00 TO 12.00,,null,null,null
32590,PHYS,998,Dissertation,Face To Face,015,1,5,Ph.D. Dissertation,1.00 TO 12.00,,null,null,null
33710,PHYS,998,Dissertation,Face To Face,016,1,5,Ph.D. Dissertation,1.00 TO 12.00,,null,null,null
30290,PHEV,145,Lab,Face To Face,060,13,30,Weather I: Climate and Global Change,0.00,,12:00:00,13:50:00,{Monday}
30291,PHEV,145,Lab,Face To Face,061,20,30,Weather I: Climate and Global Change,0.00,,14:00:00,15:50:00,{Monday}
30292,PHEV,145,Lecture,Face To Face,A,33,60,Weather I: Climate and Global Change,4.00,,11:00:00,11:50:00,"{Monday,Wednesday,Friday}"
32463,PSCI,100,Lecture,Online-Asynchronous,900,FULL,FULL,Introduction to Political Science,4.00,,null,null,null
30199,PSCI,110,Lecture,Face To Face,001,FULL,FULL,American Government,4.00,,16:00:00,17:50:00,"{Monday,Wednesday}"
30786,PSCI,110,Lecture,Online-Asynchronous,900,FULL,FULL,American Government,4.00,,null,null,null
32214,PSCI,150,Lecture,Face To Face,001,FULL,FULL,International Politics,4.00,,10:00:00,11:50:00,"{Monday,Wednesday}"
34534,PSCI,252,Lecture,Face To Face,001,28,30,Global Governance,4.00,PSCI 150  Minimum Grade: D or PSCI 140  Minimum Grade: D,14:00:00,15:50:00,"{Monday,Wednesday}"
34282,PSCI,260,Lecture,Face To Face,001,26,30,Power in Protest: Social Movements in Comparative Perspective,4.00,PSCI 140  Minimum Grade: D or PSCI 150  Minimum Grade: D,16:00:00,17:50:00,"{Tuesday,Thursday}"
33727,PSCI,305,Lecture,Face To Face,001,8,30,Social Development: A Global Approach,4.00,,10:00:00,11:50:00,"{Monday,Wednesday}"
34283,PSCI,324,Lecture,Face To Face,001,19,20,Feminist Political Theories,4.00,,14:00:00,15:50:00,"{Tuesday,Thursday}"
34284,PSCI,T380,Special Topics,Face To Face,002,12,30,Lobbying and Interest Groups,4.00,,12:00:00,13:50:00,"{Monday,Wednesday}"
30050,PSY,101,Lecture,Face To Face,001,109,150,General Psychology I,3.00,,11:00:00,12:20:00,"{Tuesday,Thursday}"
34780,PSY,101,Lecture,Online-Asynchronous,901,FULL,FULL,General Psychology I,3.00,,null,null,null
30775,PSY,120,Lecture,Face To Face,041,FULL,FULL,Developmental Psychology,3.00,,10:00:00,10:50:00,"{Monday,Wednesday,Friday}"
30498,PSY,120,Lecture,Online-Asynchronous,900,FULL,FULL,Developmental Psychology,3.00,,null,null,null
30496,PSY,120,Lecture,Online-Asynchronous,901,FULL,FULL,Developmental Psychology,3.00,,null,null,null
30569,PSY,140,Lecture,Face To Face,001,FULL,FULL,Approaches to Personality,3.00,,09:30:00,10:50:00,"{Tuesday,Thursday}"
32629,PSY,140,Lecture,Online-Asynchronous,901,FULL,FULL,Approaches to Personality,3.00,,null,null,null
30497,PSY,150,Lecture,Face To Face,001,FULL,FULL,Introduction to Social Psychology,3.00,,12:30:00,13:50:00,"{Tuesday,Thursday}"
30712,PSY,150,Lecture,Online-Asynchronous,900,FULL,FULL,Introduction to Social Psychology,3.00,,null,null,null
32784,PSY,212,Lecture,Face To Face,001,FULL,FULL,Physiological Psychology,3.00,PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D,09:30:00,10:50:00,"{Tuesday,Thursday}"
32785,PSY,212,Lecture,Online-Asynchronous,900,FULL,FULL,Physiological Psychology,3.00,PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D,null,null,null
30289,PSY,213,Lecture,Face To Face,001,FULL,FULL,Sensation and Perception,3.00,PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D,12:00:00,12:50:00,"{Monday,Wednesday,Friday}"
30792,PSY,222,Lecture,Face To Face,001,FULL,FULL,Psychological Problems of Modern Youth,3.00,,12:30:00,13:50:00,"{Tuesday,Thursday}"
30791,PSY,225,Lecture,Online-Asynchronous,900,FULL,FULL,Child Psychopathology,3.00,(PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D ) and PSY 240  Minimum Grade: D,null,null,null
32630,PSY,240,Lecture,Face To Face,040,FULL,FULL,Abnormal Psychology,3.00,PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D,11:00:00,11:50:00,"{Monday,Wednesday,Friday}"
32632,PSY,240,Lecture,Face To Face,042,26,27,Abnormal Psychology,3.00,PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D,09:00:00,09:50:00,"{Monday,Wednesday,Friday}"
33390,PSY,240,Lecture,Online-Asynchronous,900,FULL,FULL,Abnormal Psychology,3.00,PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D,null,null,null
31711,PSY,242,Lecture,Online-Asynchronous,900,FULL,FULL,Psychology of Disability,3.00,PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D,null,null,null
32786,PSY,245,Lecture,Face To Face,001,FULL,FULL,Sports Psychology,3.00,PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D,09:30:00,10:50:00,"{Tuesday,Thursday}"
30533,PSY,250,Lecture,Online-Asynchronous,900,FULL,FULL,Industrial Psychology,3.00,PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D,null,null,null
31041,PSY,264,Lecture,Face To Face,040,FULL,FULL,Statistical Methods in Psychology I,3.00,PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D,11:00:00,11:50:00,"{Monday,Wednesday,Friday}"
31042,PSY,264,Lecture,Online-Asynchronous,900,FULL,FULL,Statistical Methods in Psychology I,3.00,PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D,null,null,null
31833,PSY,270,Lecture,Face To Face,001,FULL,FULL,Psychology of Hate,3.00,,12:00:00,12:50:00,"{Monday,Wednesday,Friday}"
30971,PSY,280,Lecture,Face To Face,040,26,27,Psychological Research,3.00,PSY 264  Minimum Grade: D and PSY 265  Minimum Grade: D,11:00:00,11:50:00,"{Monday,Wednesday,Friday}"
30970,PSY,280,Lecture,Face To Face,041,15,27,Psychological Research,3.00,PSY 264  Minimum Grade: D and PSY 265  Minimum Grade: D,11:00:00,12:20:00,"{Tuesday,Thursday}"
30894,PSY,290,Lecture,Face To Face,040,26,27,History and Systems of Psychology,3.00,PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D,12:30:00,13:50:00,"{Tuesday,Thursday}"
30895,PSY,290,Lecture,Online-Asynchronous,900,FULL,FULL,History and Systems of Psychology,3.00,PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D,null,null,null
30499,PSY,310,Lecture,Online-Asynchronous,900,FULL,FULL,Drugs & Human Behavior,3.00,(PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D ),null,null,null
30887,PSY,320,Lecture,Face To Face,001,22,27,Educational Psychology,3.00,PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D,11:00:00,12:20:00,"{Tuesday,Thursday}"
30896,PSY,325,Lecture,Face To Face,040,FULL,FULL,Psychology of Learning,3.00,PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D,10:00:00,10:50:00,"{Monday,Wednesday,Friday}"
30897,PSY,325,Lecture,Online-Asynchronous,900,FULL,FULL,Psychology of Learning,3.00,PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D,null,null,null
30052,PSY,330,Lecture,Face To Face,040,FULL,FULL,Cognitive Psychology,3.00,PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D or IDM 211  Minimum Grade: D,12:30:00,13:50:00,"{Tuesday,Thursday}"
34838,SOC,221,Lecture,Online-Asynchronous,900,FULL,FULL,Sociology of the Family,4.00,,null,null,null
34874,PSY,330,Lecture,Online-Asynchronous,901,FULL,FULL,Cognitive Psychology,3.00,PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D or IDM 211  Minimum Grade: D,null,null,null
33766,PSY,342,Lecture,Face To Face,001,26,27,Counseling Psychology,3.00,PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D,18:30:00,19:50:00,"{Tuesday,Thursday}"
30886,PSY,345,Lecture,Hybrid,130,26,27,Narrative Psychology,3.00,PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D,12:00:00,12:50:00,{Wednesday}
33955,PSY,355,Lecture,Online-Asynchronous,900,FULL,FULL,Health Psychology,3.00,PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D,null,null,null
31710,PSY,360,Lecture,Face To Face,040,FULL,FULL,Experimental Psychology,3.00,PSY 265  Minimum Grade: D,12:00:00,12:50:00,"{Monday,Wednesday,Friday}"
30407,PSY,360,Lecture,Online-Asynchronous,900,FULL,FULL,Experimental Psychology,3.00,PSY 265  Minimum Grade: D,null,null,null
33956,PSY,368,Lecture,Face To Face,001,22,27,Psychology - Inequity & Injustice,3.00,PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D,14:00:00,15:20:00,"{Tuesday,Thursday}"
32787,PSY,370,Lecture,Online-Asynchronous,900,FULL,FULL,Forensic Psychology,3.00,PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D,null,null,null
30899,PSY,380,Lecture,Online-Asynchronous,900,FULL,FULL,Psychological Testing and Assessment,3.00,PSY 280  Minimum Grade: D and PSY 360  Minimum Grade: D,null,null,null
30784,PSY,410,Lecture,Online-Asynchronous,900,FULL,FULL,Neuropsychology,3.00,PSY 101  Minimum Grade: D or PSY 112  Minimum Grade: D or PSY 112  Minimum Grade: D,null,null,null
31470,PSY,490,Thesis,Face To Face,040,1,5,Psychology Senior Thesis I,4.00,,null,null,null
31471,PSY,491,Thesis,Face To Face,040,1,5,Psychology Senior Thesis II,4.00,PSY 490  Minimum Grade: D,null,null,null
31815,PSY,492,Thesis,Face To Face,040,FULL,FULL,Psychology Senior Thesis III,4.00,PSY 491  Minimum Grade: D,null,null,null
30195,PSY,510,Lecture,Face To Face,001,8,10,Research Methods I,3.00,,09:30:00,12:20:00,{Tuesday}
30518,PSY,511,Lecture,Face To Face,002,9,15,Research Methods II,3.00,PSY 510  Minimum Grade: C,14:00:00,16:50:00,{Tuesday}
30440,PSY,550,Lecture,Face To Face,001,11,15,Multicultural Perspectives in Psychology,3.00,,09:30:00,12:20:00,{Wednesday}
33392,PSY,560,Lecture,Face To Face,001,FULL,FULL,Clinical Supervision and Consultation in Psychology,2.00 TO 3.00,,12:30:00,15:20:00,{Tuesday}
34241,PSY,600,Seminar,Face To Face,001,9,14,Person-Centered Psychology (Idiographic Analysis and Theory),3.00,,09:30:00,12:20:00,{Tuesday}
34242,PSY,630,Lecture,Face To Face,001,19,20,Biological Basis of Behavior and Treatment,3.00,,12:30:00,15:20:00,{Wednesday}
34243,PSY,648,Lecture,Face To Face,001,9,15,Forensic Assessment I,3.00,,09:30:00,12:20:00,{Tuesday}
33394,PSY,682,Lecture,Face To Face,001,9,14,Data Analysis in Psychology III,3.00,PSY 680  Minimum Grade: C and PSY 681  Minimum Grade: C,14:00:00,16:50:00,{Thursday}
30180,PSY,711,Lecture,Face To Face,001,10,20,Data Analysis in Psychology III,3.00,PSY 709  Minimum Grade: C and PSY 710  Minimum Grade: C,13:00:00,15:50:00,{Wednesday}
32323,PSY,820,Lecture,Face To Face,001,9,14,Cognitive-Behavioral Therapy,3.00,,12:30:00,15:20:00,{Tuesday}
31657,PSY,898,Thesis,Face To Face,001,8,25,Master's Thesis in Psychology,1.00 TO 12.00,,null,null,null
32634,PSY,898,Thesis,Face To Face,002,7,11,Master's Thesis in Psychology,1.00 TO 12.00,,null,null,null
31658,PSY,998,Dissertation,Face To Face,001,34,50,Ph.D. Dissertation in Psychology,1.00 TO 12.00,,null,null,null
32994,PSY,999,Internship/Clerkship/Preceptor,Face To Face,001,11,15,Internship,2.00,,null,null,null
33012,PLCY,507,Lecture,Face To Face,001,7,10,Nonprofit Organizations,3.00,,18:00:00,20:50:00,{Wednesday}
34509,PLCY,507,Lecture,Online-Asynchronous,900,6,10,Nonprofit Organizations,3.00,,null,null,null
32160,PLCY,510,Lecture,Hybrid,130,3,10,Introduction to Case Study Research,3.00,,17:00:00,17:50:00,{Wednesday}
34848,PLCY,510,Lecture,Online-Asynchronous,900,4,10,Introduction to Case Study Research,1.00 TO 3.00,,null,null,null
34299,SCTS,101,Lecture,Online-Asynchronous,900,FULL,FULL,"Introduction to Science, Technology, and Society",3.00,,null,null,null
33650,SCTS,205,Lecture,Online-Asynchronous,900,24,25,Artificial Intelligence and Society,4.00,,null,null,null
33508,SCTS,207,Lecture,Face To Face,001,3,10,Medicine and Society,4.00,,14:00:00,15:50:00,"{Monday,Wednesday}"
34300,SCTS,T280,Special Topics,Face To Face,001,0,5,Sociology of Health & Illness,4.00,,14:00:00,15:50:00,"{Monday,Wednesday}"
34676,SCTS,T380,Special Topics,Face To Face,001,3,4,Experimental Ethnography,3.00,,12:30:00,13:50:00,"{Tuesday,Thursday}"
34190,SOC,101,Lecture,Face To Face,001,56,60,Introduction to Sociology,3.00,,08:00:00,09:20:00,"{Tuesday,Thursday}"
31150,SOC,101,Lecture,Face To Face,002,59,60,Introduction to Sociology,3.00,,12:30:00,13:50:00,"{Tuesday,Thursday}"
30053,SOC,101,Lecture,Face To Face,003,57,60,Introduction to Sociology,3.00,,14:00:00,15:20:00,"{Tuesday,Thursday}"
30054,SOC,101,Lecture,Face To Face,004,47,60,Introduction to Sociology,3.00,,15:30:00,16:50:00,"{Monday,Wednesday}"
30143,SOC,101,Lecture,Face To Face,005,53,60,Introduction to Sociology,3.00,,12:30:00,13:50:00,"{Monday,Wednesday}"
31149,SOC,101,Lecture,Online-Asynchronous,900,FULL,FULL,Introduction to Sociology,3.00,,null,null,null
31816,SOC,101,Lecture,Online-Asynchronous,901,FULL,FULL,Introduction to Sociology,3.00,,null,null,null
31226,SOC,115,Lecture,Face To Face,001,FULL,FULL,Social Problems,4.00,,12:00:00,13:50:00,"{Tuesday,Thursday}"
33253,SOC,115,Lecture,Online-Asynchronous,900,FULL,FULL,Social Problems,4.00,,null,null,null
33254,SOC,207,Lecture,Face To Face,001,FULL,FULL,Medicine and Society,4.00,,14:00:00,15:50:00,"{Monday,Wednesday}"
31817,SOC,210,Lecture,Face To Face,001,FULL,FULL,"Race, Ethnicity and Social Inequality",4.00,,10:00:00,11:50:00,"{Tuesday,Thursday}"
31227,SOC,220,Lecture,Face To Face,001,FULL,FULL,Wealth and Power,4.00,,14:00:00,15:50:00,"{Tuesday,Thursday}"
33506,SOC,230,Lecture,Face To Face,001,25,30,Gender and Society,4.00,,10:00:00,11:50:00,"{Monday,Wednesday}"
31229,SOC,235,Lecture,Face To Face,001,24,25,Sociology of Health and Illness,4.00,,14:00:00,15:50:00,"{Monday,Wednesday}"
31818,SOC,271,Lecture,Online-Asynchronous,900,FULL,FULL,Sociology of Aging,4.00,,null,null,null
33985,SOC,T280,Special Topics,Face To Face,001,7,30,Religion and Health,4.00,,10:00:00,11:50:00,"{Monday,Wednesday}"
32347,SOC,335,Lecture,Online-Asynchronous,900,FULL,FULL,Sociology of Education,3.00,,null,null,null
32731,SOC,355,Lecture,Face To Face,001,15,20,Classical Social Theory,4.00,,12:00:00,13:50:00,"{Tuesday,Thursday}"
33984,SOC,406,Lecture,Face To Face,001,10,30,Housing and Homelessness,4.00,,12:00:00,13:50:00,"{Tuesday,Thursday}"
30079,SPAN,101,Lecture,Face To Face,002,FULL,FULL,Spanish I,4.00,Spanish Language Experience   Minimum Grade: N or WebCape Spanish Placement Exam   Minimum Grade: 0,12:00:00,13:50:00,"{Monday,Wednesday}"
30171,SPAN,102,Lecture,Face To Face,001,15,20,Spanish II,4.00,SPAN 101  Minimum Grade: D or WebCape Spanish Placement Exam   Minimum Grade: 161,12:00:00,13:50:00,"{Monday,Wednesday}"
30138,SPAN,103,Lecture,Face To Face,001,17,20,Spanish III,4.00,SPAN 102  Minimum Grade: D or WebCape Spanish Placement Exam   Minimum Grade: 251,14:00:00,15:50:00,"{Monday,Wednesday}"
32917,SPAN,201,Lecture,Face To Face,002,14,16,Spanish IV,4.00,SPAN 103  Minimum Grade: D or WebCape Spanish Placement Exam   Minimum Grade: 331 or SPAN 113  Minimum Grade: D,16:00:00,17:50:00,"{Monday,Wednesday}"
32918,SPAN,202,Lecture,Face To Face,001,13,16,Spanish V,4.00,SPAN 201  Minimum Grade: D or SPAN 211  Minimum Grade: D or WebCape Spanish Placement Exam   Minimum Grade: 391,16:00:00,17:50:00,"{Tuesday,Thursday}"
31460,SPAN,310,Lecture,Face To Face,001,FULL,FULL,Advanced Writing and Speaking,4.00,SPAN 202  Minimum Grade: D or SPAN 212  Minimum Grade: D or WebCape Spanish Placement Exam   Minimum Grade: 461,14:00:00,15:50:00,"{Monday,Wednesday}"
34769,SPAN,440,Lecture,Face To Face,001,14,15,Peoples of Latin America,4.00,SPAN 310  Minimum Grade: D,12:00:00,13:50:00,"{Tuesday,Thursday}"
31203,UNIV,H201,Lecture,Face To Face,001,11,15,Looking Forward: Academics and Careers,1.00,,13:00:00,13:50:00,{Tuesday}
31727,UNIV,S201,Lecture,Face To Face,001,24,25,Looking Forward: Academics and Careers,1.00,,14:00:00,14:50:00,{Wednesday}
34280,UNIV,H201,Lecture,Face To Face,006,FULL,FULL,Looking Forward: Academics and Careers,1.00,,14:00:00,14:50:00,{Wednesday}
31934,UNIV,H201,Lecture,Online-Asynchronous,900,FULL,FULL,Looking Forward: Academics and Careers,1.00,,null,null,null
34784,WGST,101,Lecture,Hybrid,130,FULL,FULL,Introduction to Women's and Gender Studies,3.00,,14:00:00,15:20:00,{Wednesday}
34212,WGST,T280,Special Topics,Face To Face,001,5,15,LGBT Literature and Culture,3.00,ENGL 103  Minimum Grade: D or ENGL 113  Minimum Grade: D or ENGL 105  Minimum Grade: A,12:30:00,13:50:00,"{Monday,Wednesday}"
34510,WGST,T280,Special Topics,Face To Face,002,9,12,Black Women in 20th/21st C Art,3.00,,11:00:00,12:20:00,"{Tuesday,Thursday}"
34316,WGST,320,Lecture,Face To Face,001,22,25,Masculinities,3.00,,12:30:00,13:50:00,"{Tuesday,Thursday}"
34405,WGST,T380,Special Topics,Face To Face,001,3,5,History of the AIDS Pandemic,4.00,,14:00:00,15:50:00,"{Tuesday,Thursday}"
34651,WGST,T380,Special Topics,Face To Face,002,FULL,FULL,Feminist Political Theories,4.00,,14:00:00,15:50:00,"{Tuesday,Thursday}"
34115,WRIT,200,Lecture,Face To Face,001,FULL,FULL,Language Puzzles and Word Games: Issues in Modern Grammar,3.00,ENGL 103  Minimum Grade: D or ENGL 113  Minimum Grade: D,09:30:00,10:50:00,"{Tuesday,Thursday}"
30685,WRIT,210,Lecture,Face To Face,001,14,15,The Peer Reader in Context,3.00,(ENGL 101  Minimum Grade: C or ENGL 111  Minimum Grade: C ) and (ENGL 102  Minimum Grade: C or ENGL 112  Minimum Grade: C ),12:30:00,13:50:00,"{Monday,Wednesday}"
33609,WRIT,225,Lecture,Online-Asynchronous,900,FULL,FULL,Creative Writing,3.00,ENGL 103  Minimum Grade: D or ENGL 113  Minimum Grade: D or ENGL 105  Minimum Grade: A,null,null,null
34128,WRIT,225,Lecture,Online-Asynchronous,901,FULL,FULL,Creative Writing,3.00,ENGL 103  Minimum Grade: D or ENGL 113  Minimum Grade: D or ENGL 105  Minimum Grade: A,null,null,null
34116,WRIT,T280,Special Topics,Face To Face,001,FULL,FULL,The Meaningful Writing Project,3.00,,11:00:00,12:20:00,"{Tuesday,Thursday}"
34056,WRIT,T280,Special Topics,Online-Asynchronous,900,17,25,Writing for a Successful Coop,1.00,,null,null,null
33610,WRIT,290,Seminar,Community Based Learning,001,FULL,FULL,Writers Room Experience,3.00,,17:00:00,19:50:00,{Wednesday}
32992,WRIT,301,Lecture,Hybrid,130,FULL,FULL,Writing Poetry,3.00,ENGL 103  Minimum Grade: D or ENGL 113  Minimum Grade: D or ENGL 105  Minimum Grade: A,12:30:00,13:50:00,{Tuesday}
33611,WRIT,302,Lecture,Face To Face,001,FULL,FULL,Writing Fiction,3.00,ENGL 103  Minimum Grade: D or ENGL 113  Minimum Grade: D or ENGL 105  Minimum Grade: D,14:00:00,15:20:00,"{Tuesday,Thursday}"
30348,WRIT,405,Internship/Clerkship/Preceptor,Face To Face,001,4,10,Internship in Publishing,3.00,ENGL 103  Minimum Grade: D or ENGL 113  Minimum Grade: D or ENGL 105  Minimum Grade: A,null,null,null
31163,ACCT,110,Lecture,Face To Face,001,FULL,FULL,Accounting for Professionals,4.00,,10:00:00,11:50:00,"{Tuesday,Thursday}"
31427,ACCT,110,Lecture,Face To Face,003,FULL,FULL,Accounting for Professionals,4.00,,14:00:00,15:50:00,"{Monday,Wednesday}"
31164,ACCT,110,Lecture,Online-Asynchronous,901,FULL,FULL,Accounting for Professionals,4.00,,null,null,null
31974,ACCT,115,Recitation/Discussion,Face To Face,P01,FULL,FULL,Financial Accounting Foundations,0.00,,08:00:00,09:50:00,{Thursday}
30135,ACCT,115,Recitation/Discussion,Face To Face,P02,FULL,FULL,Financial Accounting Foundations,0.00,,10:00:00,11:50:00,{Thursday}
30287,ACCT,115,Recitation/Discussion,Face To Face,P03,FULL,FULL,Financial Accounting Foundations,0.00,,14:00:00,15:50:00,{Thursday}
31184,UNIV,B201,Lecture,Remote Synchronous,013,4,15,Career Management,1.00,,17:00:00,17:50:00,{Thursday}
30488,ACCT,115,Recitation/Discussion,Face To Face,P04,21,30,Financial Accounting Foundations,0.00,,10:00:00,11:50:00,{Friday}
30892,ACCT,115,Recitation/Discussion,Face To Face,P06,FULL,FULL,Financial Accounting Foundations,0.00,,08:00:00,09:50:00,{Wednesday}
34303,ACCT,115,Recitation/Discussion,Face To Face,P07,FULL,FULL,Financial Accounting Foundations,0.00,,12:00:00,13:50:00,{Wednesday}
34304,ACCT,115,Recitation/Discussion,Face To Face,P08,FULL,FULL,Financial Accounting Foundations,0.00,,12:00:00,13:50:00,{Thursday}
34305,ACCT,115,Recitation/Discussion,Face To Face,P09,FULL,FULL,Financial Accounting Foundations,0.00,,10:00:00,11:50:00,{Thursday}
34306,ACCT,115,Recitation/Discussion,Face To Face,P10,FULL,FULL,Financial Accounting Foundations,0.00,,10:00:00,11:50:00,{Wednesday}
34307,ACCT,115,Recitation/Discussion,Face To Face,P11,FULL,FULL,Financial Accounting Foundations,0.00,,14:00:00,15:50:00,{Wednesday}
34308,ACCT,115,Recitation/Discussion,Face To Face,P12,FULL,FULL,Financial Accounting Foundations,0.00,,16:00:00,17:50:00,{Wednesday}
34309,ACCT,115,Recitation/Discussion,Face To Face,P13,FULL,FULL,Financial Accounting Foundations,0.00,,14:00:00,15:50:00,{Thursday}
31725,ACCT,115,Lecture,Face To Face,PA,111,120,Financial Accounting Foundations,4.00,,08:00:00,09:50:00,{Tuesday}
31724,ACCT,115,Lecture,Face To Face,PB,FULL,FULL,Financial Accounting Foundations,4.00,,10:00:00,11:50:00,{Tuesday}
30891,ACCT,115,Lecture,Face To Face,PC,FULL,FULL,Financial Accounting Foundations,4.00,,14:00:00,15:50:00,{Tuesday}
30772,ACCT,116,Lecture,Face To Face,001,59,60,Managerial Accounting Foundations,4.00,ACCT 115  Minimum Grade: D or ACCT 110  Minimum Grade: D,14:00:00,15:50:00,"{Tuesday,Thursday}"
31995,ACCT,116,Lecture,Face To Face,002,33,60,Managerial Accounting Foundations,4.00,ACCT 115  Minimum Grade: D or ACCT 110  Minimum Grade: D,16:00:00,17:50:00,"{Tuesday,Thursday}"
32260,ACCT,116,Lecture,Face To Face,003,FULL,FULL,Managerial Accounting Foundations,4.00,ACCT 115  Minimum Grade: D or ACCT 110  Minimum Grade: D,10:00:00,11:50:00,"{Tuesday,Thursday}"
33792,ACCT,116,Lecture,Face To Face,004,47,60,Managerial Accounting Foundations,4.00,ACCT 115  Minimum Grade: D or ACCT 110  Minimum Grade: D,12:00:00,13:50:00,"{Monday,Wednesday}"
31646,ACCT,120,Lecture,Face To Face,001,13,40,Accounting Essentials for New Ventures,4.00,,12:00:00,13:50:00,"{Tuesday,Thursday}"
30697,ACCT,321,Lecture,Face To Face,001,30,35,Financial Reporting I,4.00,ACCT 115  Minimum Grade: C,14:00:00,15:50:00,"{Tuesday,Thursday}"
30201,ACCT,323,Lecture,Face To Face,001,11,50,Financial Reporting III,4.00,ACCT 322  Minimum Grade: C,16:00:00,17:50:00,"{Monday,Wednesday}"
32524,ACCT,327,Lecture,Face To Face,001,24,30,Financial Statement Analysis,4.00,ACCT 321  Minimum Grade: C,12:00:00,13:50:00,"{Monday,Wednesday}"
31430,ACCT,329,Lecture,Face To Face,001,11,40,Advanced Accounting,4.00,ACCT 322  Minimum Grade: C,10:00:00,11:50:00,"{Monday,Wednesday}"
31703,ACCT,341,Lecture,Face To Face,002,21,35,Principles of Auditing,4.00,ACCT 322  Minimum Grade: C,14:00:00,15:50:00,"{Monday,Wednesday}"
31378,ACCT,510,Lecture,Online-Asynchronous,901,FULL,FULL,Essentials of Financial Reporting,2.00,,null,null,null
33465,ACCT,600,Lecture,Face To Face,612,14,30,Accounting Analysis & Theory,3.00,ACCT 323  Minimum Grade: C or ACCT 627  Minimum Grade: C,18:00:00,20:50:00,{Tuesday}
33268,ACCT,606,Lecture,Face To Face,612,14,30,Current Issues in the Accounting Profession,3.00,,14:00:00,16:50:00,{Wednesday}
32261,ACCT,608,Lecture,Online-Asynchronous,901,19,35,Government and Not-for-Profit Accounting,3.00,,null,null,null
33269,ACCT,622,Lecture,Face To Face,611,4,25,Advanced Financial Accounting,3.00,ACCT 323  Minimum Grade: C or ACCT 627  Minimum Grade: C,10:00:00,11:50:00,"{Monday,Wednesday}"
34312,ACCT,655,Lecture,Face To Face,611,FULL,FULL,Data Analytics & Technology in Accounting,3.00,(STAT 601  Minimum Grade: C or STAT 510  Minimum Grade: C or STAT 610  Minimum Grade: C ) and (ACCT 510  Minimum Grade: B- or BUSN 501  Minimum Grade: B- ),13:00:00,15:50:00,{Monday}
